timestamp,steering_angle,steering_angle_velocity,Speed,Acceleration,drive_jerk
471100000000.000000,0.0,1.0,5.0,1.0,1.0
471104000000.000000,0.0,1.0,5.0,1.0,1.0
471106000000.000000,0.0,1.0,5.0,1.0,1.0
471111000000.000000,0.0,1.0,5.0,1.0,1.0
471115000000.000000,0.0,1.0,5.0,1.0,1.0
471122000000.000000,0.0,1.0,5.0,1.0,1.0
471127000000.000000,0.0,1.0,5.0,1.0,1.0
471130000000.000000,0.0,1.0,5.0,1.0,1.0
471136000000.000000,0.0,1.0,5.0,1.0,1.0
471139000000.000000,0.0,1.0,5.0,1.0,1.0
471143000000.000000,0.0,1.0,5.0,1.0,1.0
471145000000.000000,0.0,1.0,5.0,1.0,1.0
471153000000.000000,0.0,1.0,5.0,1.0,1.0
471161000000.000000,0.0,1.0,5.0,1.0,1.0
471162000000.000000,0.0,1.0,5.0,1.0,1.0
471169000000.000000,0.0,1.0,5.0,1.0,1.0
471176000000.000000,0.0,1.0,5.0,1.0,1.0
471182000000.000000,0.0,1.0,5.0,1.0,1.0
471184000000.000000,0.0,1.0,5.0,1.0,1.0
471187000000.000000,0.0,1.0,5.0,1.0,1.0
471193000000.000000,0.0,1.0,5.0,1.0,1.0
471198000000.000000,0.0,1.0,5.0,1.0,1.0
471202000000.000000,0.0,1.0,5.0,1.0,1.0
471210000000.000000,0.0,1.0,5.0,1.0,1.0
471212000000.000000,0.0,1.0,5.0,1.0,1.0
471215000000.000000,0.0,1.0,5.0,1.0,1.0
471222000000.000000,0.0,1.0,5.0,1.0,1.0
471223000000.000000,0.0,1.0,5.0,1.0,1.0
471228000000.000000,0.0,1.0,5.0,1.0,1.0
471235000000.000000,0.0,1.0,5.0,1.0,1.0
471239000000.000000,0.0,1.0,5.0,1.0,1.0
471246000000.000000,0.0,1.0,5.0,1.0,1.0
471253000000.000000,0.0,1.0,5.0,1.0,1.0
471259000000.000000,0.0,1.0,5.0,1.0,1.0
471267000000.000000,0.0,1.0,5.0,1.0,1.0
471271000000.000000,0.0,1.0,5.0,1.0,1.0
471274000000.000000,0.0,1.0,5.0,1.0,1.0
471279000000.000000,0.0,1.0,5.0,1.0,1.0
471284000000.000000,0.0,1.0,5.0,1.0,1.0
471285000000.000000,0.0,1.0,5.0,1.0,1.0
471295000000.000000,0.0,1.0,5.0,1.0,1.0
471301000000.000000,0.0,1.0,5.0,1.0,1.0
471304000000.000000,0.0,1.0,5.0,1.0,1.0
471313000000.000000,0.0,1.0,5.0,1.0,1.0
471320000000.000000,0.0,1.0,5.0,1.0,1.0
471326000000.000000,0.0,1.0,5.0,1.0,1.0
471332000000.000000,0.0,1.0,5.0,1.0,1.0
471337000000.000000,0.0,1.0,5.0,1.0,1.0
471345000000.000000,0.0,1.0,5.0,1.0,1.0
471351000000.000000,0.0,1.0,5.0,1.0,1.0
471355000000.000000,0.0,1.0,5.0,1.0,1.0
471358000000.000000,0.0,1.0,5.0,1.0,1.0
471362000000.000000,0.0,1.0,5.0,1.0,1.0
471366000000.000000,0.0,1.0,5.0,1.0,1.0
471368000000.000000,0.0,1.0,5.0,1.0,1.0
471373000000.000000,0.0,1.0,5.0,1.0,1.0
471376000000.000000,0.0,1.0,5.0,1.0,1.0
471379000000.000000,0.0,1.0,5.0,1.0,1.0
471382000000.000000,0.0,1.0,5.0,1.0,1.0
471387000000.000000,0.0,1.0,5.0,1.0,1.0
471392000000.000000,0.0,1.0,5.0,1.0,1.0
471397000000.000000,0.0,1.0,5.0,1.0,1.0
471405000000.000000,0.0,1.0,5.0,1.0,1.0
471406000000.000000,0.0,1.0,5.0,1.0,1.0
471409000000.000000,0.0,1.0,5.0,1.0,1.0
471412000000.000000,0.0,1.0,5.0,1.0,1.0
471414000000.000000,0.0,1.0,5.0,1.0,1.0
471417000000.000000,0.0,1.0,5.0,1.0,1.0
471425000000.000000,0.0,1.0,5.0,1.0,1.0
471430000000.000000,0.0,1.0,5.0,1.0,1.0
471434000000.000000,0.0,1.0,5.0,1.0,1.0
471437000000.000000,0.0,1.0,5.0,1.0,1.0
471443000000.000000,0.0,1.0,5.0,1.0,1.0
471447000000.000000,0.0,1.0,5.0,1.0,1.0
471452000000.000000,0.0,1.0,5.0,1.0,1.0
471456000000.000000,0.0,1.0,5.0,1.0,1.0
471460000000.000000,0.0,1.0,5.0,1.0,1.0
471470000000.000000,0.0,1.0,5.0,1.0,1.0
471473000000.000000,0.0,1.0,5.0,1.0,1.0
471477000000.000000,0.0,1.0,5.0,1.0,1.0
471480000000.000000,0.0,1.0,5.0,1.0,1.0
471484000000.000000,0.0,1.0,5.0,1.0,1.0
471486000000.000000,0.0,1.0,5.0,1.0,1.0
471488000000.000000,0.0,1.0,5.0,1.0,1.0
471491000000.000000,0.0,1.0,5.0,1.0,1.0
471494000000.000000,0.0,1.0,5.0,1.0,1.0
471496000000.000000,0.0,1.0,5.0,1.0,1.0
471499000000.000000,0.0,1.0,5.0,1.0,1.0
471502000000.000000,0.0,1.0,5.0,1.0,1.0
471504000000.000000,0.0,1.0,5.0,1.0,1.0
471508000000.000000,0.0,1.0,5.0,1.0,1.0
471513000000.000000,0.0,1.0,5.0,1.0,1.0
471516000000.000000,0.0,1.0,5.0,1.0,1.0
471518000000.000000,0.0,1.0,5.0,1.0,1.0
471520000000.000000,0.0,1.0,5.0,1.0,1.0
471525000000.000000,0.0,1.0,5.0,1.0,1.0
471527000000.000000,0.0,1.0,5.0,1.0,1.0
471533000000.000000,0.0,1.0,5.0,1.0,1.0
471537000000.000000,0.0,1.0,5.0,1.0,1.0
471545000000.000000,0.0,1.0,5.0,1.0,1.0
471552000000.000000,0.0,1.0,5.0,1.0,1.0
471558000000.000000,0.0,1.0,5.0,1.0,1.0
471564000000.000000,0.0,1.0,5.0,1.0,1.0
471570000000.000000,0.0,1.0,5.0,1.0,1.0
471578000000.000000,0.0,1.0,5.0,1.0,1.0
471580000000.000000,0.0,1.0,5.0,1.0,1.0
471585000000.000000,0.0,1.0,5.0,1.0,1.0
471589000000.000000,0.0,1.0,5.0,1.0,1.0
471593000000.000000,0.0,1.0,5.0,1.0,1.0
471599000000.000000,0.0,1.0,5.0,1.0,1.0
471603000000.000000,0.0,1.0,5.0,1.0,1.0
471607000000.000000,0.0,1.0,5.0,1.0,1.0
471610000000.000000,0.0,1.0,5.0,1.0,1.0
471614000000.000000,0.0,1.0,5.0,1.0,1.0
471618000000.000000,0.0,1.0,5.0,1.0,1.0
471623000000.000000,0.0,1.0,5.0,1.0,1.0
471630000000.000000,0.0,1.0,5.0,1.0,1.0
471632000000.000000,0.0,1.0,5.0,1.0,1.0
471635000000.000000,0.0,1.0,5.0,1.0,1.0
471637000000.000000,0.0,1.0,5.0,1.0,1.0
471642000000.000000,0.0,1.0,5.0,1.0,1.0
471645000000.000000,0.0,1.0,5.0,1.0,1.0
471650000000.000000,0.0,1.0,5.0,1.0,1.0
471654000000.000000,0.0,1.0,5.0,1.0,1.0
471661000000.000000,0.0,1.0,5.0,1.0,1.0
471665000000.000000,0.0,1.0,5.0,1.0,1.0
471669000000.000000,0.0,1.0,5.0,1.0,1.0
471678000000.000000,0.0,1.0,5.0,1.0,1.0
471684000000.000000,0.0,1.0,5.0,1.0,1.0
471689000000.000000,0.0,1.0,5.0,1.0,1.0
471691000000.000000,0.30000001192092896,1.0,0.0,1.0,1.0
471853000000.000000,0.30000001192092896,1.0,0.0,1.0,1.0
472003000000.000000,-0.30000001192092896,1.0,0.0,1.0,1.0
472033000000.000000,-0.30000001192092896,1.0,0.0,1.0,1.0
472162000000.000000,0.0,1.0,5.0,1.0,1.0
472198000000.000000,-0.30000001192092896,1.0,0.0,1.0,1.0
472233000000.000000,-0.30000001192092896,1.0,0.0,1.0,1.0
472234000000.000000,0.0,1.0,5.0,1.0,1.0
472278000000.000000,-0.30000001192092896,1.0,0.0,1.0,1.0
472316000000.000000,-0.30000001192092896,1.0,0.0,1.0,1.0
472348000000.000000,-0.30000001192092896,1.0,0.0,1.0,1.0
472356000000.000000,0.0,1.0,5.0,1.0,1.0
472378000000.000000,-0.30000001192092896,1.0,0.0,1.0,1.0
472387000000.000000,0.0,1.0,5.0,1.0,1.0
472405000000.000000,-0.30000001192092896,1.0,0.0,1.0,1.0
472425000000.000000,0.0,1.0,5.0,1.0,1.0
472459000000.000000,0.0,1.0,5.0,1.0,1.0
472467000000.000000,-0.30000001192092896,1.0,0.0,1.0,1.0
472577000000.000000,0.0,1.0,5.0,1.0,1.0
472641000000.000000,0.0,1.0,5.0,1.0,1.0
472685000000.000000,0.0,1.0,5.0,1.0,1.0
472718000000.000000,0.0,1.0,5.0,1.0,1.0
472732000000.000000,0.0,1.0,5.0,1.0,1.0
472771000000.000000,0.0,1.0,5.0,1.0,1.0
472815000000.000000,0.0,1.0,5.0,1.0,1.0
472858000000.000000,0.0,1.0,5.0,1.0,1.0
472947000000.000000,0.0,1.0,5.0,1.0,1.0
472959000000.000000,0.0,1.0,5.0,1.0,1.0
472971000000.000000,0.0,1.0,5.0,1.0,1.0
472976000000.000000,0.0,1.0,5.0,1.0,1.0
472994000000.000000,0.0,1.0,5.0,1.0,1.0
473005000000.000000,0.0,1.0,5.0,1.0,1.0
473018000000.000000,0.0,1.0,5.0,1.0,1.0
473026000000.000000,0.0,1.0,5.0,1.0,1.0
473032000000.000000,0.0,1.0,5.0,1.0,1.0
473037000000.000000,0.0,1.0,5.0,1.0,1.0
473037000000.000000,0.0,1.0,5.0,1.0,1.0
473040000000.000000,0.0,1.0,5.0,1.0,1.0
473061000000.000000,0.0,1.0,5.0,1.0,1.0
473065000000.000000,0.0,1.0,5.0,1.0,1.0
473070000000.000000,0.0,1.0,5.0,1.0,1.0
473073000000.000000,0.0,1.0,5.0,1.0,1.0
473074000000.000000,0.0,1.0,5.0,1.0,1.0
473078000000.000000,0.0,1.0,5.0,1.0,1.0
473086000000.000000,0.0,1.0,5.0,1.0,1.0
473092000000.000000,0.0,1.0,5.0,1.0,1.0
473096000000.000000,0.0,1.0,5.0,1.0,1.0
473100000000.000000,0.0,1.0,5.0,1.0,1.0
473105000000.000000,0.0,1.0,5.0,1.0,1.0
473108000000.000000,0.0,1.0,5.0,1.0,1.0
473112000000.000000,0.0,1.0,5.0,1.0,1.0
473114000000.000000,0.0,1.0,5.0,1.0,1.0
473117000000.000000,0.0,1.0,5.0,1.0,1.0
473121000000.000000,0.0,1.0,5.0,1.0,1.0
473133000000.000000,0.0,1.0,5.0,1.0,1.0
473140000000.000000,0.0,1.0,5.0,1.0,1.0
473147000000.000000,0.0,1.0,5.0,1.0,1.0
473148000000.000000,0.0,1.0,5.0,1.0,1.0
473157000000.000000,0.0,1.0,5.0,1.0,1.0
473162000000.000000,0.0,1.0,5.0,1.0,1.0
473167000000.000000,0.0,1.0,5.0,1.0,1.0
473169000000.000000,0.0,1.0,5.0,1.0,1.0
473172000000.000000,0.0,1.0,5.0,1.0,1.0
473175000000.000000,0.0,1.0,5.0,1.0,1.0
473180000000.000000,0.0,1.0,5.0,1.0,1.0
473186000000.000000,0.0,1.0,5.0,1.0,1.0
473193000000.000000,0.0,1.0,5.0,1.0,1.0
473200000000.000000,0.0,1.0,5.0,1.0,1.0
473205000000.000000,0.0,1.0,5.0,1.0,1.0
473210000000.000000,0.0,1.0,5.0,1.0,1.0
473214000000.000000,0.0,1.0,5.0,1.0,1.0
473222000000.000000,0.0,1.0,5.0,1.0,1.0
473227000000.000000,0.0,1.0,5.0,1.0,1.0
473234000000.000000,0.0,1.0,5.0,1.0,1.0
473240000000.000000,0.0,1.0,5.0,1.0,1.0
473246000000.000000,0.0,1.0,5.0,1.0,1.0
473268000000.000000,0.0,1.0,5.0,1.0,1.0
473313000000.000000,0.0,1.0,5.0,1.0,1.0
473341000000.000000,0.0,1.0,5.0,1.0,1.0
473372000000.000000,0.0,1.0,5.0,1.0,1.0
473416000000.000000,0.0,1.0,5.0,1.0,1.0
473463000000.000000,0.0,1.0,5.0,1.0,1.0
473495000000.000000,0.0,1.0,5.0,1.0,1.0
473574000000.000000,0.0,1.0,5.0,1.0,1.0
473580000000.000000,0.0,1.0,5.0,1.0,1.0
473585000000.000000,0.0,1.0,5.0,1.0,1.0
473589000000.000000,0.0,1.0,5.0,1.0,1.0
473592000000.000000,0.0,1.0,5.0,1.0,1.0
473598000000.000000,0.0,1.0,5.0,1.0,1.0
473605000000.000000,0.0,1.0,5.0,1.0,1.0
473610000000.000000,0.0,1.0,5.0,1.0,1.0
473621000000.000000,0.0,1.0,5.0,1.0,1.0
473624000000.000000,0.0,1.0,5.0,1.0,1.0
473627000000.000000,0.0,1.0,5.0,1.0,1.0
473633000000.000000,0.0,1.0,5.0,1.0,1.0
473636000000.000000,0.0,1.0,5.0,1.0,1.0
473642000000.000000,0.0,1.0,5.0,1.0,1.0
473647000000.000000,0.0,1.0,5.0,1.0,1.0
473649000000.000000,0.0,1.0,5.0,1.0,1.0
473652000000.000000,0.0,1.0,5.0,1.0,1.0
473657000000.000000,0.0,1.0,5.0,1.0,1.0
473660000000.000000,0.0,1.0,5.0,1.0,1.0
473662000000.000000,0.0,1.0,5.0,1.0,1.0
473667000000.000000,0.0,1.0,5.0,1.0,1.0
473672000000.000000,0.0,1.0,5.0,1.0,1.0
473675000000.000000,0.0,1.0,5.0,1.0,1.0
473680000000.000000,0.0,1.0,5.0,1.0,1.0
473685000000.000000,0.0,1.0,5.0,1.0,1.0
473689000000.000000,0.0,1.0,5.0,1.0,1.0
473691000000.000000,0.0,1.0,5.0,1.0,1.0
473694000000.000000,0.0,1.0,5.0,1.0,1.0
473699000000.000000,0.0,1.0,5.0,1.0,1.0
473701000000.000000,0.0,1.0,5.0,1.0,1.0
473707000000.000000,0.0,1.0,5.0,1.0,1.0
473709000000.000000,0.0,1.0,5.0,1.0,1.0
473714000000.000000,0.0,1.0,5.0,1.0,1.0
473718000000.000000,0.0,1.0,5.0,1.0,1.0
473726000000.000000,0.0,1.0,5.0,1.0,1.0
473730000000.000000,0.0,1.0,5.0,1.0,1.0
473735000000.000000,0.0,1.0,5.0,1.0,1.0
473739000000.000000,0.0,1.0,5.0,1.0,1.0
473746000000.000000,0.0,1.0,5.0,1.0,1.0
473764000000.000000,0.0,1.0,5.0,1.0,1.0
473772000000.000000,0.0,1.0,5.0,1.0,1.0
473778000000.000000,0.0,1.0,5.0,1.0,1.0
473782000000.000000,0.0,1.0,5.0,1.0,1.0
473783000000.000000,0.0,1.0,5.0,1.0,1.0
473790000000.000000,0.0,1.0,5.0,1.0,1.0
473791000000.000000,0.0,1.0,5.0,1.0,1.0
473801000000.000000,0.0,1.0,5.0,1.0,1.0
473807000000.000000,0.0,1.0,5.0,1.0,1.0
473815000000.000000,0.0,1.0,5.0,1.0,1.0
473821000000.000000,0.0,1.0,5.0,1.0,1.0
473834000000.000000,0.0,1.0,5.0,1.0,1.0
473842000000.000000,0.0,1.0,5.0,1.0,1.0
473848000000.000000,0.0,1.0,5.0,1.0,1.0
473857000000.000000,0.0,1.0,5.0,1.0,1.0
473862000000.000000,0.0,1.0,5.0,1.0,1.0
473866000000.000000,0.0,1.0,5.0,1.0,1.0
473869000000.000000,0.0,1.0,5.0,1.0,1.0
473873000000.000000,0.0,1.0,5.0,1.0,1.0
473879000000.000000,0.0,1.0,5.0,1.0,1.0
473888000000.000000,0.0,1.0,5.0,1.0,1.0
473895000000.000000,0.0,1.0,5.0,1.0,1.0
473901000000.000000,0.0,1.0,5.0,1.0,1.0
473910000000.000000,0.0,1.0,5.0,1.0,1.0
473918000000.000000,0.0,1.0,5.0,1.0,1.0
473926000000.000000,0.0,1.0,5.0,1.0,1.0
473932000000.000000,0.0,1.0,5.0,1.0,1.0
473938000000.000000,0.0,1.0,5.0,1.0,1.0
473942000000.000000,0.0,1.0,5.0,1.0,1.0
473946000000.000000,0.0,1.0,5.0,1.0,1.0
473951000000.000000,0.0,1.0,5.0,1.0,1.0
473955000000.000000,0.0,1.0,5.0,1.0,1.0
473963000000.000000,0.0,1.0,5.0,1.0,1.0
473972000000.000000,0.0,1.0,5.0,1.0,1.0
473982000000.000000,0.0,1.0,5.0,1.0,1.0
473987000000.000000,0.0,1.0,5.0,1.0,1.0
474000000000.000000,0.0,1.0,5.0,1.0,1.0
474003000000.000000,0.0,1.0,5.0,1.0,1.0
474006000000.000000,0.0,1.0,5.0,1.0,1.0
474011000000.000000,0.0,1.0,5.0,1.0,1.0
474013000000.000000,0.0,1.0,5.0,1.0,1.0
474019000000.000000,0.0,1.0,5.0,1.0,1.0
474023000000.000000,0.0,1.0,5.0,1.0,1.0
474026000000.000000,0.0,1.0,5.0,1.0,1.0
474028000000.000000,0.0,1.0,5.0,1.0,1.0
474033000000.000000,0.0,1.0,5.0,1.0,1.0
474037000000.000000,0.0,1.0,5.0,1.0,1.0
474042000000.000000,0.0,1.0,5.0,1.0,1.0
474046000000.000000,0.0,1.0,5.0,1.0,1.0
474047000000.000000,0.0,1.0,5.0,1.0,1.0
474055000000.000000,0.0,1.0,5.0,1.0,1.0
474060000000.000000,0.0,1.0,5.0,1.0,1.0
474063000000.000000,0.0,1.0,5.0,1.0,1.0
474069000000.000000,0.0,1.0,5.0,1.0,1.0
474076000000.000000,0.0,1.0,5.0,1.0,1.0
474083000000.000000,0.0,1.0,5.0,1.0,1.0
474097000000.000000,0.0,1.0,5.0,1.0,1.0
474109000000.000000,0.0,1.0,5.0,1.0,1.0
474117000000.000000,0.0,1.0,5.0,1.0,1.0
474123000000.000000,0.0,1.0,5.0,1.0,1.0
474128000000.000000,0.0,1.0,5.0,1.0,1.0
474137000000.000000,0.0,1.0,5.0,1.0,1.0
474146000000.000000,0.0,1.0,5.0,1.0,1.0
474149000000.000000,0.0,1.0,5.0,1.0,1.0
474152000000.000000,0.0,1.0,5.0,1.0,1.0
474154000000.000000,0.0,1.0,5.0,1.0,1.0
474157000000.000000,0.0,1.0,5.0,1.0,1.0
474163000000.000000,0.0,1.0,5.0,1.0,1.0
474171000000.000000,0.0,1.0,5.0,1.0,1.0
474176000000.000000,0.0,1.0,5.0,1.0,1.0
474179000000.000000,0.0,1.0,5.0,1.0,1.0
474185000000.000000,0.0,1.0,5.0,1.0,1.0
474189000000.000000,0.0,1.0,5.0,1.0,1.0
474198000000.000000,0.0,1.0,5.0,1.0,1.0
474201000000.000000,0.0,1.0,5.0,1.0,1.0
474206000000.000000,0.0,1.0,5.0,1.0,1.0
474211000000.000000,0.0,1.0,5.0,1.0,1.0
474213000000.000000,0.0,1.0,5.0,1.0,1.0
474218000000.000000,0.0,1.0,5.0,1.0,1.0
474220000000.000000,0.0,1.0,5.0,1.0,1.0
474226000000.000000,0.0,1.0,5.0,1.0,1.0
474229000000.000000,0.0,1.0,5.0,1.0,1.0
474233000000.000000,0.0,1.0,5.0,1.0,1.0
474238000000.000000,0.0,1.0,5.0,1.0,1.0
474248000000.000000,0.0,1.0,5.0,1.0,1.0
474255000000.000000,0.0,1.0,5.0,1.0,1.0
474257000000.000000,0.0,1.0,5.0,1.0,1.0
474262000000.000000,0.0,1.0,5.0,1.0,1.0
474264000000.000000,0.0,1.0,5.0,1.0,1.0
474268000000.000000,0.0,1.0,5.0,1.0,1.0
474275000000.000000,0.0,1.0,5.0,1.0,1.0
474278000000.000000,0.0,1.0,5.0,1.0,1.0
474281000000.000000,0.0,1.0,5.0,1.0,1.0
474289000000.000000,0.0,1.0,5.0,1.0,1.0
474295000000.000000,0.0,1.0,5.0,1.0,1.0
474304000000.000000,0.0,1.0,5.0,1.0,1.0
474315000000.000000,0.0,1.0,5.0,1.0,1.0
474320000000.000000,0.0,1.0,5.0,1.0,1.0
474323000000.000000,0.0,1.0,5.0,1.0,1.0
474331000000.000000,0.0,1.0,5.0,1.0,1.0
474335000000.000000,0.0,1.0,5.0,1.0,1.0
474340000000.000000,0.0,1.0,5.0,1.0,1.0
474344000000.000000,0.0,1.0,5.0,1.0,1.0
474345000000.000000,0.0,1.0,5.0,1.0,1.0
474346000000.000000,0.0,1.0,5.0,1.0,1.0
474349000000.000000,0.0,1.0,5.0,1.0,1.0
474354000000.000000,0.0,1.0,5.0,1.0,1.0
474360000000.000000,0.0,1.0,5.0,1.0,1.0
474364000000.000000,0.0,1.0,5.0,1.0,1.0
474366000000.000000,0.0,1.0,5.0,1.0,1.0
474369000000.000000,0.0,1.0,5.0,1.0,1.0
474372000000.000000,0.0,1.0,5.0,1.0,1.0
474377000000.000000,0.0,1.0,5.0,1.0,1.0
474381000000.000000,0.0,1.0,5.0,1.0,1.0
474384000000.000000,0.0,1.0,5.0,1.0,1.0
474388000000.000000,0.0,1.0,5.0,1.0,1.0
474392000000.000000,0.0,1.0,5.0,1.0,1.0
474395000000.000000,0.0,1.0,5.0,1.0,1.0
474402000000.000000,0.0,1.0,5.0,1.0,1.0
474408000000.000000,0.0,1.0,5.0,1.0,1.0
474410000000.000000,0.0,1.0,5.0,1.0,1.0
474416000000.000000,0.0,1.0,5.0,1.0,1.0
474419000000.000000,0.0,1.0,5.0,1.0,1.0
474425000000.000000,0.0,1.0,5.0,1.0,1.0
474428000000.000000,0.0,1.0,5.0,1.0,1.0
474430000000.000000,0.0,1.0,5.0,1.0,1.0
474433000000.000000,0.0,1.0,5.0,1.0,1.0
474433000000.000000,0.0,1.0,5.0,1.0,1.0
474443000000.000000,0.0,1.0,5.0,1.0,1.0
474446000000.000000,0.0,1.0,5.0,1.0,1.0
474451000000.000000,0.0,1.0,5.0,1.0,1.0
474456000000.000000,0.0,1.0,5.0,1.0,1.0
474458000000.000000,0.0,1.0,5.0,1.0,1.0
474463000000.000000,0.0,1.0,5.0,1.0,1.0
474464000000.000000,0.0,1.0,5.0,1.0,1.0
474468000000.000000,0.0,1.0,5.0,1.0,1.0
474474000000.000000,0.0,1.0,5.0,1.0,1.0
474479000000.000000,0.0,1.0,5.0,1.0,1.0
474481000000.000000,0.0,1.0,5.0,1.0,1.0
474485000000.000000,0.0,1.0,5.0,1.0,1.0
474487000000.000000,0.0,1.0,5.0,1.0,1.0
474494000000.000000,0.0,1.0,5.0,1.0,1.0
474505000000.000000,0.0,1.0,5.0,1.0,1.0
474511000000.000000,0.0,1.0,5.0,1.0,1.0
474518000000.000000,0.0,1.0,5.0,1.0,1.0
474525000000.000000,0.0,1.0,5.0,1.0,1.0
474528000000.000000,0.0,1.0,5.0,1.0,1.0
474534000000.000000,0.0,1.0,5.0,1.0,1.0
474540000000.000000,0.0,1.0,5.0,1.0,1.0
474541000000.000000,0.0,1.0,5.0,1.0,1.0
474544000000.000000,0.0,1.0,5.0,1.0,1.0
474549000000.000000,0.0,1.0,5.0,1.0,1.0
474550000000.000000,0.0,1.0,5.0,1.0,1.0
474555000000.000000,0.0,1.0,5.0,1.0,1.0
474559000000.000000,0.0,1.0,5.0,1.0,1.0
474562000000.000000,0.0,1.0,5.0,1.0,1.0
474563000000.000000,0.0,1.0,5.0,1.0,1.0
474568000000.000000,0.0,1.0,5.0,1.0,1.0
474572000000.000000,0.0,1.0,5.0,1.0,1.0
474575000000.000000,0.0,1.0,5.0,1.0,1.0
474583000000.000000,0.0,1.0,5.0,1.0,1.0
474589000000.000000,0.0,1.0,5.0,1.0,1.0
474595000000.000000,0.0,1.0,5.0,1.0,1.0
474599000000.000000,0.0,1.0,5.0,1.0,1.0
474603000000.000000,0.0,1.0,5.0,1.0,1.0
474606000000.000000,0.0,1.0,5.0,1.0,1.0
474611000000.000000,0.0,1.0,5.0,1.0,1.0
474614000000.000000,0.0,1.0,5.0,1.0,1.0
474618000000.000000,0.0,1.0,5.0,1.0,1.0
474623000000.000000,0.0,1.0,5.0,1.0,1.0
474627000000.000000,0.0,1.0,5.0,1.0,1.0
474630000000.000000,0.0,1.0,5.0,1.0,1.0
474635000000.000000,0.0,1.0,5.0,1.0,1.0
474641000000.000000,0.0,1.0,5.0,1.0,1.0
474645000000.000000,0.0,1.0,5.0,1.0,1.0
474649000000.000000,0.0,1.0,5.0,1.0,1.0
474652000000.000000,0.0,1.0,5.0,1.0,1.0
474657000000.000000,0.0,1.0,5.0,1.0,1.0
474660000000.000000,0.0,1.0,5.0,1.0,1.0
474663000000.000000,0.0,1.0,5.0,1.0,1.0
474668000000.000000,0.0,1.0,5.0,1.0,1.0
474671000000.000000,0.0,1.0,5.0,1.0,1.0
474675000000.000000,0.0,1.0,5.0,1.0,1.0
474679000000.000000,0.0,1.0,5.0,1.0,1.0
474680000000.000000,0.0,1.0,5.0,1.0,1.0
474685000000.000000,0.0,1.0,5.0,1.0,1.0
474692000000.000000,0.0,1.0,5.0,1.0,1.0
474696000000.000000,0.0,1.0,5.0,1.0,1.0
474702000000.000000,0.0,1.0,5.0,1.0,1.0
474708000000.000000,0.0,1.0,5.0,1.0,1.0
474711000000.000000,0.0,1.0,5.0,1.0,1.0
